"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5)
HHS Regions,Region 9,2022,48,1124,32,300,68,0,1,0,0,0
HHS Regions,Region 1,2022,49,825,23,119,222,0,0,0,0,0
HHS Regions,Region 9,2022,49,1176,40,340,67,0,0,0,0,0
HHS Regions,Region 1,2022,50,911,30,115,231,1,0,0,0,0
HHS Regions,Region 9,2022,50,1137,22,242,39,0,0,0,0,0
HHS Regions,Region 1,2022,51,765,27,87,195,0,0,0,0,0
HHS Regions,Region 9,2022,51,1283,38,238,69,0,1,0,0,0
HHS Regions,Region 1,2022,52,508,23,75,95,0,0,0,0,0
HHS Regions,Region 9,2022,52,953,28,83,24,0,1,0,0,0
HHS Regions,Region 1,2023,1,551,12,42,61,0,0,0,0,0
HHS Regions,Region 9,2023,1,1171,47,246,35,0,4,0,0,0
HHS Regions,Region 1,2023,2,627,9,23,25,0,5,0,0,0
HHS Regions,Region 9,2023,2,1213,26,247,14,0,1,0,0,0
HHS Regions,Region 1,2023,3,500,6,19,6,1,2,0,0,0
HHS Regions,Region 9,2023,3,916,28,148,17,2,1,0,0,0
HHS Regions,Region 1,2023,4,702,10,14,3,0,0,0,0,0
HHS Regions,Region 9,2023,4,791,15,47,4,0,3,0,0,0
HHS Regions,Region 1,2023,5,565,3,6,0,0,3,0,0,0
HHS Regions,Region 9,2023,5,531,15,20,7,2,2,0,0,0
HHS Regions,Region 1,2023,6,602,6,4,0,0,0,0,0,0
HHS Regions,Region 9,2023,6,1058,19,47,6,3,2,0,0,0
HHS Regions,Region 1,2023,7,648,2,6,0,0,1,0,0,0
HHS Regions,Region 9,2023,7,1203,15,19,7,0,1,0,0,0
HHS Regions,Region 1,2023,8,572,0,3,1,0,0,0,0,0
HHS Regions,Region 9,2023,8,1298,13,26,4,0,0,0,0,0
HHS Regions,Region 1,2023,9,641,0,7,1,0,0,0,0,0
HHS Regions,Region 9,2023,9,1171,10,11,4,3,2,0,0,0
HHS Regions,Region 1,2023,10,682,2,1,1,0,1,0,0,0
HHS Regions,Region 9,2023,10,1285,18,9,5,8,2,0,0,0
HHS Regions,Region 1,2023,11,633,3,5,0,0,0,0,0,0
HHS Regions,Region 9,2023,11,1034,15,5,1,0,3,0,0,0
HHS Regions,Region 1,2023,12,464,1,3,0,0,1,0,0,0
HHS Regions,Region 9,2023,12,1170,9,17,7,5,5,0,0,0
HHS Regions,Region 1,2023,13,107,0,1,1,0,3,0,0,0
HHS Regions,Region 9,2023,13,1002,7,5,1,3,3,0,0,0
HHS Regions,Region 1,2023,14,150,3,0,2,0,4,0,0,0
HHS Regions,Region 9,2023,14,873,13,9,0,4,1,0,0,0
HHS Regions,Region 1,2023,15,191,2,1,0,1,1,0,0,0
HHS Regions,Region 9,2023,15,1032,9,0,0,6,6,0,0,0
HHS Regions,Region 1,2023,16,128,0,0,0,2,4,0,0,0
HHS Regions,Region 9,2023,16,743,13,8,0,5,9,0,0,0
HHS Regions,Region 1,2023,17,147,1,0,0,0,2,0,0,0
HHS Regions,Region 9,2023,17,1016,9,15,0,6,15,0,0,0
HHS Regions,Region 1,2023,18,105,2,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,18,922,4,7,0,0,7,0,0,0
HHS Regions,Region 1,2023,19,106,1,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,19,871,7,2,0,0,11,0,0,0
HHS Regions,Region 1,2023,20,113,4,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,20,660,3,9,1,1,18,0,0,0
HHS Regions,Region 1,2023,21,102,1,0,0,0,2,0,0,0
HHS Regions,Region 9,2023,21,474,13,2,1,4,14,0,0,0
HHS Regions,Region 1,2023,22,79,1,0,1,0,0,0,0,0
HHS Regions,Region 9,2023,22,478,9,0,1,5,11,0,0,0
HHS Regions,Region 1,2023,23,82,1,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,23,564,9,0,1,6,9,0,0,0
HHS Regions,Region 1,2023,24,102,4,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,24,678,16,1,2,0,9,0,0,0
HHS Regions,Region 1,2023,25,76,1,1,0,1,0,0,0,0
HHS Regions,Region 9,2023,25,671,20,4,0,1,22,0,0,0
HHS Regions,Region 1,2023,26,75,3,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,26,758,26,2,1,1,18,0,0,0
HHS Regions,Region 1,2023,27,47,0,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,27,510,18,1,1,1,12,0,0,0
HHS Regions,Region 1,2023,28,48,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2023,28,599,19,1,1,0,12,0,0,0
HHS Regions,Region 1,2023,29,82,5,0,0,0,1,0,0,0
HHS Regions,Region 9,2023,29,594,20,2,1,1,3,0,0,0
HHS Regions,Region 1,2023,30,73,4,0,0,0,0,0,0,0
HHS Regions,Region 9,2023,30,478,16,4,0,0,9,0,0,0
HHS Regions,Region 1,2023,31,68,5,2,1,0,0,0,0,0
HHS Regions,Region 9,2023,31,259,38,1,2,0,7,0,0,0
HHS Regions,Region 1,2023,32,85,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2023,32,206,8,2,0,3,10,0,0,0
HHS Regions,Region 1,2023,33,74,6,0,0,0,0,0,0,0
HHS Regions,Region 9,2023,33,231,17,6,2,0,6,0,0,0
HHS Regions,Region 1,2023,34,85,3,0,0,0,0,0,0,0
HHS Regions,Region 9,2023,34,336,13,6,2,7,4,0,0,0
HHS Regions,Region 1,2023,35,81,6,2,0,0,0,0,0,0
HHS Regions,Region 9,2023,35,503,20,3,3,3,2,0,0,0
HHS Regions,Region 1,2023,36,93,9,0,0,1,0,0,0,0
HHS Regions,Region 9,2023,36,364,13,1,2,4,3,0,0,0
HHS Regions,Region 1,2023,37,135,2,0,0,0,3,0,0,0
HHS Regions,Region 9,2023,37,456,15,5,0,1,3,0,0,0
HHS Regions,Region 1,2023,38,124,8,2,0,0,0,0,0,0
HHS Regions,Region 9,2023,38,565,27,4,4,0,3,0,0,0
HHS Regions,Region 1,2023,39,125,10,0,1,0,1,0,0,0
HHS Regions,Region 9,2023,39,525,27,2,2,1,3,0,0,0
HHS Regions,Region 1,2023,40,147,15,1,0,0,2,0,0,0
HHS Regions,Region 9,2023,40,472,38,3,0,0,11,0,0,0
HHS Regions,Region 1,2023,41,118,6,0,1,0,1,0,0,0
HHS Regions,Region 9,2023,41,579,38,13,0,2,13,0,0,0
HHS Regions,Region 1,2023,42,200,11,0,0,1,2,0,0,0
HHS Regions,Region 9,2023,42,714,66,10,19,3,15,0,0,0
HHS Regions,Region 1,2023,43,222,17,2,0,1,4,0,0,0
HHS Regions,Region 9,2023,43,598,77,11,32,8,12,0,0,0
HHS Regions,Region 1,2023,44,456,30,2,2,0,8,0,0,0
HHS Regions,Region 9,2023,44,578,55,5,34,8,15,0,0,0
HHS Regions,Region 1,2023,45,323,40,6,0,1,5,0,0,0
HHS Regions,Region 9,2023,45,737,110,12,81,22,17,0,0,0
HHS Regions,Region 1,2023,46,330,60,17,1,1,5,0,0,0
HHS Regions,Region 9,2023,46,932,122,24,114,30,14,0,0,0
HHS Regions,Region 1,2023,47,303,71,10,5,0,5,0,0,0
HHS Regions,Region 9,2023,47,675,120,28,108,22,21,0,0,0
HHS Regions,Region 1,2023,48,447,104,16,11,2,17,0,0,0
HHS Regions,Region 9,2023,48,842,142,31,122,15,16,0,0,0
HHS Regions,Region 1,2023,49,498,134,33,23,4,13,0,0,0
HHS Regions,Region 9,2023,49,970,215,52,151,34,25,0,0,0
HHS Regions,Region 1,2023,50,565,150,27,68,10,13,0,0,0
HHS Regions,Region 9,2023,50,1103,153,43,245,53,21,0,0,0
HHS Regions,Region 1,2023,51,640,175,39,82,10,11,0,0,0
HHS Regions,Region 9,2023,51,902,231,34,104,16,29,0,0,0
HHS Regions,Region 1,2023,52,581,221,23,58,3,7,0,0,0
HHS Regions,Region 9,2023,52,831,180,30,88,10,20,0,0,0
HHS Regions,Region 1,2024,1,486,155,29,29,1,7,0,0,0
HHS Regions,Region 9,2024,1,917,224,57,98,29,25,0,0,0
HHS Regions,Region 1,2024,2,476,135,33,35,0,7,0,0,0
HHS Regions,Region 9,2024,2,1213,133,43,109,44,17,0,0,0
HHS Regions,Region 1,2024,3,407,152,40,13,4,11,0,0,0
HHS Regions,Region 9,2024,3,859,121,35,63,33,18,0,0,0
HHS Regions,Region 1,2024,4,358,99,36,23,1,8,0,0,0
HHS Regions,Region 9,2024,4,915,94,34,61,35,29,0,0,0
HHS Regions,Region 1,2024,5,358,102,36,26,1,7,0,0,0
HHS Regions,Region 9,2024,5,839,97,49,32,35,25,0,0,0
HHS Regions,Region 1,2024,6,382,110,64,21,2,11,0,0,0
HHS Regions,Region 9,2024,6,739,63,47,30,29,29,0,0,0
HHS Regions,Region 1,2024,7,372,109,75,15,2,13,0,0,0
HHS Regions,Region 9,2024,7,992,47,40,20,34,24,0,0,0
HHS Regions,Region 1,2024,8,348,73,71,20,1,18,0,0,0
HHS Regions,Region 9,2024,8,809,18,32,26,35,35,0,0,0
HHS Regions,Region 1,2024,9,330,80,70,30,3,16,0,0,0
HHS Regions,Region 9,2024,9,734,45,31,18,21,24,0,0,0
HHS Regions,Region 1,2024,10,312,57,77,19,3,28,0,0,0
HHS Regions,Region 9,2024,10,617,24,32,9,17,32,0,0,0
HHS Regions,Region 1,2024,11,245,48,39,10,0,21,0,0,0
HHS Regions,Region 9,2024,11,613,30,28,6,13,24,0,0,0
HHS Regions,Region 1,2024,12,229,47,48,10,5,30,0,0,0
HHS Regions,Region 9,2024,12,378,21,26,13,19,27,0,0,0
HHS Regions,Region 1,2024,13,226,38,51,7,0,30,0,0,0
HHS Regions,Region 9,2024,13,396,19,25,15,15,22,0,0,0
HHS Regions,Region 1,2024,14,160,19,36,8,1,23,0,0,0
HHS Regions,Region 9,2024,14,373,13,24,4,13,23,0,0,0
HHS Regions,Region 1,2024,15,143,13,37,0,1,34,0,0,0
HHS Regions,Region 9,2024,15,371,23,45,17,5,30,0,0,0
HHS Regions,Region 1,2024,16,125,8,24,4,0,33,0,0,0
HHS Regions,Region 9,2024,16,356,22,24,18,11,15,0,0,0
HHS Regions,Region 1,2024,17,116,4,27,2,0,24,0,0,0
HHS Regions,Region 9,2024,17,296,19,21,13,7,21,0,0,0
HHS Regions,Region 1,2024,18,110,17,18,3,1,21,0,0,0
HHS Regions,Region 9,2024,18,294,23,31,13,8,20,0,0,0
HHS Regions,Region 1,2024,19,73,4,4,1,0,16,0,0,0
HHS Regions,Region 9,2024,19,334,17,27,7,9,23,0,0,0
HHS Regions,Region 1,2024,20,60,6,5,1,0,5,0,0,0
HHS Regions,Region 9,2024,20,243,15,25,2,0,16,0,0,0
HHS Regions,Region 1,2024,21,43,1,4,0,0,6,0,0,0
HHS Regions,Region 9,2024,21,341,19,41,5,1,18,0,0,0
HHS Regions,Region 1,2024,22,41,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2024,22,299,18,46,1,2,43,0,0,0
HHS Regions,Region 1,2024,23,53,1,1,0,0,2,0,0,0
HHS Regions,Region 9,2024,23,390,30,54,2,0,37,0,0,0
HHS Regions,Region 1,2024,24,71,5,2,0,0,3,0,0,0
HHS Regions,Region 9,2024,24,466,39,70,5,1,41,0,0,0
HHS Regions,Region 1,2024,25,55,7,6,0,0,2,0,0,0
HHS Regions,Region 9,2024,25,388,33,63,4,2,16,0,0,0
HHS Regions,Region 1,2024,26,67,5,6,0,0,1,0,0,0
HHS Regions,Region 9,2024,26,380,41,89,3,1,25,0,0,0
HHS Regions,Region 1,2024,27,55,7,6,0,0,0,0,0,0
HHS Regions,Region 9,2024,27,404,23,75,10,0,10,0,0,0
HHS Regions,Region 1,2024,28,64,5,9,1,0,0,0,0,0
HHS Regions,Region 9,2024,28,585,41,88,5,1,8,0,0,0
HHS Regions,Region 1,2024,29,113,1,4,0,0,0,0,0,0
HHS Regions,Region 9,2024,29,388,23,54,5,0,6,0,0,0
HHS Regions,Region 1,2024,30,136,3,8,1,0,2,0,0,0
HHS Regions,Region 9,2024,30,406,24,67,2,0,7,0,0,0
HHS Regions,Region 1,2024,31,116,6,3,1,0,0,0,0,0
HHS Regions,Region 9,2024,31,324,25,39,3,1,1,0,0,0
HHS Regions,Region 1,2024,32,158,3,4,0,0,0,0,0,0
HHS Regions,Region 9,2024,32,393,43,53,3,0,3,0,0,0
HHS Regions,Region 1,2024,33,189,4,5,0,0,0,0,0,0
HHS Regions,Region 9,2024,33,339,37,34,3,0,2,0,0,0
HHS Regions,Region 1,2024,34,220,6,3,0,0,0,0,0,0
HHS Regions,Region 9,2024,34,374,23,26,3,0,3,0,0,0
HHS Regions,Region 1,2024,35,134,2,3,1,0,1,0,0,0
HHS Regions,Region 9,2024,35,381,28,57,2,0,2,0,0,0
HHS Regions,Region 1,2024,36,161,5,5,0,0,1,0,0,0
HHS Regions,Region 9,2024,36,496,30,39,3,0,1,0,0,0
HHS Regions,Region 1,2024,37,184,5,1,0,0,1,0,0,0
HHS Regions,Region 9,2024,37,544,16,43,2,0,1,0,0,0
HHS Regions,Region 1,2024,38,182,2,6,1,0,0,0,0,0
HHS Regions,Region 9,2024,38,471,28,40,8,0,1,0,0,0
HHS Regions,Region 1,2024,39,169,6,1,1,0,1,0,0,0
HHS Regions,Region 9,2024,39,248,22,44,6,0,2,0,0,0
HHS Regions,Region 1,2024,40,254,2,4,0,0,0,0,0,0
HHS Regions,Region 9,2024,40,333,43,46,19,0,1,0,0,4
HHS Regions,Region 1,2024,41,210,1,3,0,0,0,0,0,0
HHS Regions,Region 9,2024,41,361,24,35,26,0,1,0,0,16
HHS Regions,Region 1,2024,42,207,3,10,1,0,4,0,0,0
HHS Regions,Region 9,2024,42,320,39,26,13,0,5,0,0,3
HHS Regions,Region 1,2024,43,254,11,8,0,2,2,0,0,0
HHS Regions,Region 9,2024,43,613,47,47,17,1,4,0,0,5
HHS Regions,Region 1,2024,44,216,8,6,0,1,0,0,0,0
HHS Regions,Region 9,2024,44,448,74,67,18,4,6,0,0,3
HHS Regions,Region 1,2024,45,225,12,12,1,1,0,0,0,0
HHS Regions,Region 9,2024,45,512,82,88,28,6,11,0,0,3
HHS Regions,Region 1,2024,46,232,14,12,0,2,0,0,0,0
HHS Regions,Region 9,2024,46,558,75,118,34,7,16,0,0,5
HHS Regions,Region 1,2024,47,270,25,24,2,3,0,0,0,0
HHS Regions,Region 9,2024,47,726,109,167,31,11,24,0,0,4
HHS Regions,Region 1,2024,48,211,16,30,6,2,2,0,0,0
HHS Regions,Region 9,2024,48,480,82,158,14,2,7,0,0,6
HHS Regions,Region 1,2024,49,283,31,38,2,8,0,0,0,0
HHS Regions,Region 9,2024,49,680,138,251,22,3,13,0,0,3
HHS Regions,Region 1,2024,50,367,60,88,2,14,0,0,0,0
HHS Regions,Region 9,2024,50,855,210,342,16,3,29,0,0,2
HHS Regions,Region 1,2024,51,621,146,186,14,14,4,0,0,0
HHS Regions,Region 9,2024,51,1358,360,690,37,4,11,0,0,0
HHS Regions,Region 1,2024,52,778,203,297,29,26,2,0,0,0
HHS Regions,Region 9,2024,52,1251,305,664,82,1,14,0,0,0
HHS Regions,Region 1,2025,1,906,264,349,43,32,2,0,0,0
HHS Regions,Region 9,2025,1,1706,452,834,16,5,29,0,0,0
HHS Regions,Region 1,2025,2,896,248,320,39,23,4,0,0,0
HHS Regions,Region 9,2025,2,1476,417,684,17,6,16,0,0,1
HHS Regions,Region 1,2025,3,1034,317,362,77,30,10,0,0,0
HHS Regions,Region 9,2025,3,1974,584,883,88,8,35,0,0,0
HHS Regions,Region 1,2025,4,1362,417,465,163,43,11,0,0,0
HHS Regions,Region 9,2025,4,1900,673,862,48,8,22,0,0,0
HHS Regions,Region 1,2025,5,1310,369,368,198,83,18,0,0,0
HHS Regions,Region 9,2025,5,2775,1062,1175,67,7,68,0,0,0
HHS Regions,Region 1,2025,6,1413,442,388,187,102,17,0,0,0
HHS Regions,Region 9,2025,6,2104,809,746,43,16,40,0,0,0
HHS Regions,Region 1,2025,7,1267,459,290,152,91,10,0,0,0
HHS Regions,Region 9,2025,7,2314,902,923,41,10,37,0,0,0
HHS Regions,Region 1,2025,8,924,354,225,75,55,15,0,0,0
HHS Regions,Region 9,2025,8,1473,606,498,14,10,60,0,0,0
HHS Regions,Region 1,2025,9,766,297,179,23,63,11,0,0,0
HHS Regions,Region 9,2025,9,1763,683,650,26,10,41,0,0,0
HHS Regions,Region 1,2025,10,659,253,132,21,65,11,0,0,0
HHS Regions,Region 9,2025,10,1585,675,546,15,7,84,0,0,0
HHS Regions,Region 1,2025,11,529,190,89,16,80,10,0,0,0
HHS Regions,Region 9,2025,11,1591,642,576,12,6,95,0,0,0
HHS Regions,Region 1,2025,12,456,147,41,15,100,6,0,0,0
HHS Regions,Region 9,2025,12,1667,630,640,19,9,67,0,0,0
HHS Regions,Region 1,2025,13,357,79,30,4,87,2,0,0,0
HHS Regions,Region 9,2025,13,889,316,300,17,9,55,0,0,0
HHS Regions,Region 1,2025,14,312,67,12,4,97,9,0,0,0
HHS Regions,Region 9,2025,14,933,378,329,19,10,35,0,0,0
HHS Regions,Region 1,2025,15,295,44,24,1,116,3,0,0,0
HHS Regions,Region 9,2025,15,703,222,104,19,3,139,0,0,0
HHS Regions,Region 1,2025,16,290,35,22,2,99,6,0,0,0
HHS Regions,Region 9,2025,16,509,165,73,9,10,108,0,0,0
HHS Regions,Region 1,2025,17,199,33,9,0,69,1,0,0,0
HHS Regions,Region 9,2025,17,949,315,263,12,7,137,0,0,0
HHS Regions,Region 1,2025,18,167,11,2,0,49,0,0,0,0
HHS Regions,Region 9,2025,18,659,182,161,12,9,120,0,0,0
HHS Regions,Region 1,2025,19,125,11,0,0,40,0,0,0,0
HHS Regions,Region 9,2025,19,674,254,147,6,6,128,0,0,0
HHS Regions,Region 1,2025,20,109,12,0,0,23,0,0,0,0
HHS Regions,Region 9,2025,20,315,96,27,2,5,48,0,0,0
HHS Regions,Region 1,2025,21,73,2,1,0,12,0,0,0,0
HHS Regions,Region 9,2025,21,271,53,28,2,6,35,0,0,0
HHS Regions,Region 1,2025,22,86,13,0,0,6,0,0,0,0
HHS Regions,Region 9,2025,22,218,43,17,6,4,34,0,0,0
HHS Regions,Region 1,2025,23,59,4,0,0,5,0,0,0,0
HHS Regions,Region 9,2025,23,253,34,10,2,5,25,0,0,0
HHS Regions,Region 1,2025,24,61,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2025,24,210,27,5,1,2,17,0,0,0
HHS Regions,Region 1,2025,25,66,5,1,0,2,0,0,0,0
HHS Regions,Region 9,2025,25,187,7,4,0,0,21,0,0,0
HHS Regions,Region 1,2025,26,50,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2025,26,187,28,1,2,2,15,0,0,0
HHS Regions,Region 1,2025,27,50,5,0,0,0,0,0,0,0
HHS Regions,Region 9,2025,27,145,15,0,0,1,7,0,0,0
HHS Regions,Region 1,2025,28,71,4,1,0,0,0,0,0,0
HHS Regions,Region 9,2025,28,252,12,3,1,0,9,0,0,0
HHS Regions,Region 1,2025,29,65,7,0,0,0,0,0,0,0
HHS Regions,Region 9,2025,29,141,14,2,0,0,8,0,0,0
HHS Regions,Region 1,2025,30,57,4,4,0,0,0,0,0,0
HHS Regions,Region 9,2025,30,133,17,3,2,0,13,0,0,0
HHS Regions,Region 1,2025,31,64,2,3,0,2,0,0,0,0
HHS Regions,Region 9,2025,31,130,21,4,1,0,7,0,0,0
HHS Regions,Region 1,2025,32,54,0,2,1,0,0,0,0,0
HHS Regions,Region 9,2025,32,115,15,5,0,0,1,0,0,0
HHS Regions,Region 1,2025,33,42,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2025,33,157,13,5,0,0,1,0,0,0
HHS Regions,Region 1,2025,34,51,1,0,1,0,0,0,0,0
HHS Regions,Region 9,2025,34,145,18,1,2,0,1,0,0,0
HHS Regions,Region 1,2025,35,66,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2025,35,200,9,7,4,0,1,0,0,0
HHS Regions,Region 1,2025,36,70,2,0,1,1,0,0,0,0
HHS Regions,Region 9,2025,36,155,11,6,0,0,1,0,0,0
HHS Regions,Region 1,2025,37,81,3,1,0,0,0,0,0,0
HHS Regions,Region 9,2025,37,113,8,5,2,1,0,0,0,0
HHS Regions,Region 1,2025,38,45,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2025,38,84,4,3,4,0,0,0,0,0
